,Local,Magnitude,Tipo,Significancia,Profundidade,Latitude,Longitude,Timestamp,Year
209,"45 km SSE of Nelchina, Alaska",2.2,Terremoto,74,35.2,61.6102,-146.4409,2021-12-18 00:13:25.536,2021
210,"Mindanao, Philippines",4.4,Terremoto,298,35.0,5.0769,126.8989,2021-12-18 00:18:58.127,2021
211,"24 km WNW of Volcano, Hawaii",2.82,Terremoto,122,0.84,19.4886666666667,-155.458333333333,2021-12-18 00:24:14.510,2021
212,"7 km E of P?hala, Hawaii",3.3,Terremoto,168,32.94,19.2065,-155.405,2021-12-18 00:25:43.380,2021
213,"99 km NE of Lobujya, Nepal",4.0,Terremoto,246,10.0,28.5625,87.5592,2021-12-18 00:29:25.240,2021
214,"21 km NNE of P?hala, Hawaii",2.44,Terremoto,92,8.51,19.3903333333333,-155.437166666667,2021-12-18 00:32:14.630,2021
215,"40 km NNE of Beaver, Alaska",2.5,Terremoto,96,18.9,66.7114,-147.159,2021-12-18 00:40:26.885,2021
216,"255 km ESE of Chiniak, Alaska",3.0,Terremoto,138,10.0,56.494,-148.5941,2021-12-18 00:58:00.993,2021
217,South Sandwich Islands region,4.9,Terremoto,369,42.42,-58.9645,-25.5635,2021-12-18 00:58:37.284,2021
218,"67 km SE of ‘Ohonua, Tonga",5.1,Terremoto,400,10.0,-21.8009,-174.5284,2021-12-18 01:12:29.396,2021
219,"6 km WSW of Gypsum, Kansas",2.6,Terremoto,104,5.0,38.6835,-97.4937,2021-12-18 01:23:57.588,2021
220,south of the Fiji Islands,4.2,Terremoto,271,524.77,-23.5883,-179.5985,2021-12-18 01:26:38.328,2021
221,"16km WNW of Progreso, B.C., MX",2.25,Terremoto,78,4.34,32.6453333,-115.7361667,2021-12-18 01:47:47.580,2021
222,"43 km S of Adak, Alaska",2.9,Terremoto,129,35.0,51.4816,-176.6543,2021-12-18 01:52:20.645,2021
223,"Rat Islands, Aleutian Islands, Alaska",2.0,Terremoto,62,60.9,51.504,178.8928,2021-12-18 02:08:47.247,2021
224,"27 km S of Mina, Nevada",2.4,Terremoto,89,5.6,38.1494,-118.0574,2021-12-18 02:10:37.338,2021
225,"166 km NNE of Ruteng, Indonesia",4.8,Terremoto,354,10.0,-7.2673,121.1441,2021-12-18 02:10:42.299,2021
226,"298 km W of Adak, Alaska",3.9,Terremoto,234,131.96,51.8558,179.0303,2021-12-18 02:14:58.484,2021
227,"5km ENE of Calimesa, CA",2.2,Terremoto,74,15.99,34.0015,-116.9965,2021-12-18 02:28:30.860,2021
228,"185 km SE of Perryville, Alaska",2.9,Terremoto,129,29.8,54.7402,-157.0673,2021-12-18 02:30:21.322,2021
229,"61 km ESE of Nikolski, Alaska",2.3,Terremoto,81,19.0,52.7775,-167.9869,2021-12-18 02:36:29.086,2021
230,"115 km W of La Libertad, Mexico",4.5,Terremoto,312,10.0,29.8652,-113.8879,2021-12-18 02:41:23.209,2021
231,"5 km E of P?hala, Hawaii",3.08,Terremoto,146,34.69,19.206,-155.428333333333,2021-12-18 02:43:20.180,2021
232,"14 km N of Snyder, Texas",2.9,Terremoto,130,6.138142904,32.84454346,-100.9402391,2021-12-18 02:56:05.335,2021
233,"9 km ENE of P?hala, Hawaii",2.19,Terremoto,74,33.2099990844727,19.242166519165,-155.394332885742,2021-12-18 03:02:25.040,2021
234,"26 km NW of Stanley, Idaho",2.22,Terremoto,76,14.54,44.3566667,-115.2053333,2021-12-18 03:31:55.510,2021
235,"6 km E of P?hala, Hawaii",2.98,Terremoto,137,33.09,19.2113333333333,-155.418,2021-12-18 03:38:37.450,2021
236,"122 km SSE of Sand Point, Alaska",2.7,Terremoto,112,21.89,54.296,-159.8878,2021-12-18 04:05:22.467,2021
237,"2 km WNW of Falls City, Texas",2.7,Terremoto,113,2.029744466,28.98834229,-98.04147518,2021-12-18 04:12:35.512,2021
238,"2 km SW of P?hala, Hawaii",2.29,Terremoto,81,33.3499984741211,19.1861667633057,-155.494171142578,2021-12-18 04:24:27.340,2021
239,"2 km ESE of Pájaros, Puerto Rico",3.65,Terremoto,205,121.0,18.3578,-66.1993,2021-12-18 04:41:21.250,2021
240,"23 km ESE of Kýthira, Greece",5.0,Terremoto,390,63.5,36.0912,23.2437,2021-12-18 05:16:39.702,2021
241,"14km SSW of Loyalton, CA",2.02,Terremoto,63,3.58,39.5646667,-120.3198333,2021-12-18 05:17:09.640,2021
242,"30 km ESE of Buston, Tajikistan",4.7,Terremoto,341,10.0,40.13,70.0231,2021-12-18 05:42:43.760,2021
243,"0km NE of The Geysers, CA",2.04,Terremoto,64,1.02,38.78,-122.754,2021-12-18 05:46:40.280,2021
244,"161 km SE of Adak, Alaska",2.3,Terremoto,81,9.8,50.8202,-175.0427,2021-12-18 05:58:44.058,2021
245,"108 km WSW of Adak, Alaska",2.9,Terremoto,129,47.53,51.4173,-178.0114,2021-12-18 06:02:41.327,2021
246,"57 km S of Puerto El Triunfo, El Salvador",4.5,Terremoto,312,53.52,12.7677,-88.6304,2021-12-18 06:12:14.932,2021
247,"2 km SSW of P?hala, Hawaii",2.32,Terremoto,83,31.5100002288818,19.1788330078125,-155.484497070312,2021-12-18 06:20:25.770,2021
248,"198 km NE of Lospalos, Timor Leste",4.8,Terremoto,354,167.2,-7.4528,128.443,2021-12-18 06:41:06.166,2021
249,"114 km SSE of Sand Point, Alaska",2.5,Terremoto,96,19.64,54.3973,-159.77,2021-12-18 06:54:42.558,2021
250,"5 km E of P?hala, Hawaii",2.1,Terremoto,68,32.5299987792969,19.2038326263428,-155.42317199707,2021-12-18 07:16:09.890,2021
251,"50 km ESE of Atka, Alaska",2.2,Terremoto,74,62.3,52.0175,-173.5218,2021-12-18 07:32:26.993,2021
252,"75 km SE of La Placita de Morelos, Mexico",4.2,Terremoto,271,10.0,18.044,-103.091,2021-12-18 08:13:22.994,2021
253,"209 km SE of Chiniak, Alaska",2.7,Terremoto,112,10.0,56.0997,-150.2307,2021-12-18 08:18:49.615,2021
254,"106 km W of La Libertad, Mexico",4.7,Terremoto,340,10.0,29.83,-113.7866,2021-12-18 08:32:39.499,2021
255,Greenland Sea,4.6,Terremoto,326,10.0,79.0535,2.3413,2021-12-18 08:50:59.672,2021
256,"17km SW of Ferndale, CA",2.66,Terremoto,109,25.67,40.4768333,-124.413,2021-12-18 09:02:21.790,2021
257,"57 km S of Whites City, New Mexico",2.4,Terremoto,89,7.519799805,31.66241252,-104.3127091,2021-12-18 09:13:08.156,2021
258,"6km NE of Orange Cove, CA",2.25,Terremoto,78,21.88,36.6698333,-119.2715,2021-12-18 09:18:08.570,2021
259,"125 km E of Kimbe, Papua New Guinea",4.2,Terremoto,271,10.0,-5.4601,151.2662,2021-12-18 09:21:36.839,2021
260,"35 km W of Chignik Lake, Alaska",2.48,Terremoto,95,5.62,56.2168333333333,-159.33,2021-12-18 09:22:26.850,2021
261,"161 km S of Kokopo, Papua New Guinea",4.4,Terremoto,298,10.0,-5.806,152.1954,2021-12-18 09:27:11.563,2021
262,"288 km W of Haveluloto, Tonga",4.0,Terremoto,246,505.05,-20.7193,-177.9498,2021-12-18 10:18:58.862,2021
263,,4.3,Terremoto,284,170.49,-6.6293,129.6996,2021-12-18 10:31:02.530,2021
264,"1 km WNW of Dalmine, Italy",4.5,Terremoto,384,37.73,45.6559,9.5873,2021-12-18 10:34:47.765,2021
265,"43 km SE of Akutan, Alaska",2.9,Terremoto,129,62.19,53.8247,-165.3592,2021-12-18 10:35:09.195,2021
266,"110 km N of Charlotte Amalie, U.S. Virgin Islands",4.04,Terremoto,251,40.0,19.3358,-64.94,2021-12-18 10:38:17.070,2021
267,"107 km WNW of Yakutat, Alaska",2.0,Terremoto,62,20.4,60.0201,-141.396,2021-12-18 10:43:12.840,2021
268,"41 km SSW of Port-Vila, Vanuatu",4.1,Terremoto,259,53.14,-18.0952,168.2019,2021-12-18 11:33:41.991,2021
269,"183 km N of Tobelo, Indonesia",4.3,Terremoto,284,30.7,3.3683,128.2485,2021-12-18 11:41:27.645,2021
270,"5km NW of Walker, CA",2.17,Terremoto,72,5.01,38.542,-119.5208333,2021-12-18 11:41:51.260,2021
271,"5 km ENE of P?hala, Hawaii",2.24,Terremoto,77,31.8600006103516,19.2140007019043,-155.422836303711,2021-12-18 11:51:31.710,2021
272,"45 km NE of Pedro Bay, Alaska",2.9,Terremoto,129,162.6,60.0187,-153.4416,2021-12-18 11:53:53.172,2021
273,Kermadec Islands region,4.3,Terremoto,284,61.03,-28.0439,-177.3806,2021-12-18 12:06:13.287,2021
274,"85 km ENE of Santa Monica, Philippines",4.6,Terremoto,326,10.0,10.4152,126.7139,2021-12-18 12:27:18.787,2021
275,"178 km SSW of Adak, Alaska",3.1,Terremoto,148,10.0,50.3488,-177.4337,2021-12-18 12:38:44.728,2021
276,"220 km ENE of Lospalos, Timor Leste",4.5,Terremoto,312,132.09,-7.4865,128.7057,2021-12-18 13:30:58.554,2021
277,"8 km E of P?hala, Hawaii",2.0999999,Terremoto,68,32.439998626709,19.2029991149902,-155.397338867188,2021-12-18 13:32:32.430,2021
278,"161 km SSW of Kokopo, Papua New Guinea",4.8,Terremoto,354,10.0,-5.7559,151.901,2021-12-18 13:32:39.347,2021
279,Chagos Archipelago region,4.9,Terremoto,369,10.0,-3.1722,68.3786,2021-12-18 13:39:28.317,2021
280,"3 km NW of P?hala, Hawaii",2.02999997,Terremoto,63,34.7799987792969,19.2234992980957,-155.508499145508,2021-12-18 13:49:55.440,2021
281,"177 km NNW of Sola, Vanuatu",4.6,Terremoto,326,94.24,-12.5251,166.6644,2021-12-18 13:53:35.813,2021
282,"3 km SSE of Maria Antonia, Puerto Rico",3.04,Terremoto,142,13.0,17.9463,-66.878,2021-12-18 14:12:58.070,2021
283,"54 km N of Wiseman, Alaska",2.7,Terremoto,112,12.8,67.8998,-150.1009,2021-12-18 14:53:13.520,2021
284,"183 km NNW of Maumere, Indonesia",4.6,Terremoto,326,10.0,-7.1882,121.3774,2021-12-18 15:05:01.832,2021
285,"11 km NNE of Skwentna, Alaska",2.5,Terremoto,96,75.8,62.0787,-151.2844,2021-12-18 15:18:48.508,2021
286,"4 km E of Assaria, Kansas",2.7,Terremoto,113,5.0,38.6781,-97.5527,2021-12-18 15:21:37.716,2021
287,"6 km SE of Erin Springs, Oklahoma",2.44,Terremoto,92,7.56,34.76683333,-97.5525,2021-12-18 15:25:32.200,2021
288,"19 km ESE of Naalehu, Hawaii",2.0999999,Terremoto,68,34.2400016784668,19.0296669006348,-155.401336669922,2021-12-18 16:10:03.700,2021
289,"8km W of Cobb, CA",2.07,Terremoto,66,2.54,38.833,-122.8111667,2021-12-18 16:19:56.880,2021
290,"26 km SSE of Mina, Nevada",2.0,Terremoto,62,2.3,38.1822,-117.9599,2021-12-18 16:23:21.604,2021
291,"4 km NE of Coyle, Oklahoma",2.33,Terremoto,84,6.84,35.98433333,-97.19966667,2021-12-18 16:29:43.429,2021
292,"186 km NNE of Tual, Indonesia",4.4,Terremoto,298,10.0,-4.0272,133.2837,2021-12-18 16:30:49.265,2021
293,"68 km N of Nuku‘alofa, Tonga",4.7,Terremoto,340,77.93,-20.5226,-175.2379,2021-12-18 16:49:46.085,2021
294,"4 km NW of Volcano, Hawaii",2.31,Terremoto,82,23.28,19.4728333333333,-155.269166666667,2021-12-18 16:56:08.960,2021
295,Puerto Rico region,2.48,Terremoto,95,12.0,17.9465,-67.0848,2021-12-18 17:13:59.670,2021
296,"59 km W of Sámara, Costa Rica",4.3,Terremoto,284,18.16,9.945,-86.0634,2021-12-18 17:24:26.607,2021
297,"27 km SSE of False Pass, Alaska",3.0,Terremoto,138,28.61,54.6117,-163.316,2021-12-18 17:42:16.696,2021
298,"75 km ENE of Ouzinkie, Alaska",2.5,Terremoto,96,22.5,58.2105,-151.348,2021-12-18 17:46:36.344,2021
299,"37 km SSW of Champerico, Guatemala",4.5,Terremoto,312,35.0,13.9967,-92.0757,2021-12-18 17:48:42.958,2021
300,"3 km SSW of P?hala, Hawaii",2.17000008,Terremoto,72,36.1199989318848,19.1743335723877,-155.496673583984,2021-12-18 17:50:50.520,2021
301,"Near the north coast of Papua, Indonesia",5.2,Terremoto,416,10.0,-0.6917,131.5239,2021-12-18 18:25:59.198,2021
302,"85 km NE of Sorong, Indonesia",4.9,Terremoto,369,10.0,-0.2793,131.7488,2021-12-18 18:28:12.894,2021
303,"85 km W of Haveluloto, Tonga",4.9,Terremoto,369,181.91,-21.1329,-176.0336,2021-12-18 18:36:07.970,2021
304,"6 km E of P?hala, Hawaii",2.06,Terremoto,65,33.9599990844727,19.2129993438721,-155.417007446289,2021-12-18 18:46:00.360,2021
305,"53 km WNW of San Antonio de los Cobres, Argentina",4.4,Terremoto,298,187.87,-24.0147,-66.7966,2021-12-18 18:47:11.626,2021
306,"183 km WNW of Sorong, Indonesia",4.6,Terremoto,326,40.36,-0.0931,129.8045,2021-12-18 18:55:32.978,2021
307,"26 km ENE of Sorong, Indonesia",4.6,Terremoto,326,37.44,-0.8038,131.4824,2021-12-18 19:06:09.013,2021
308,"13 km SSW of Leilani Estates, Hawaii",2.58,Terremoto,103,7.39,19.3671666666667,-154.987833333333,2021-12-18 19:11:24.540,2021
309,"69 km SW of Kaktovik, Alaska",2.1,Terremoto,68,23.2,69.636,-144.7348,2021-12-18 19:14:04.317,2021
310,"72 km NNE of White Mountain, Alaska",3.4,Terremoto,178,10.7,65.304,-162.9329,2021-12-18 19:16:13.903,2021
311,"2km N of Yucaipa, CA",2.93,Terremoto,145,11.24,34.0473333,-117.0453333,2021-12-18 19:16:20.020,2021
312,"31 km ESE of Ozernovskiy, Russia",4.0,Terremoto,246,140.82,51.4028,156.9272,2021-12-18 19:19:17.685,2021
313,"33 km NE of Chabahar, Iran",4.0,Terremoto,246,10.0,25.5047,60.8744,2021-12-18 19:40:33.908,2021
314,west of Macquarie Island,4.8,Terremoto,354,10.0,-57.2676,147.4714,2021-12-18 19:46:05.016,2021
315,"1 km S of P?hala, Hawaii",2.16,Terremoto,72,31.4200000762939,19.1868324279785,-155.481170654297,2021-12-18 19:52:02.620,2021
316,"10km ESE of Willits, CA",2.21,Terremoto,75,6.95,39.3701667,-123.2548333,2021-12-18 20:02:21.650,2021
317,"96 km E of Yujing, Taiwan",4.0,Terremoto,246,21.38,23.007,121.3936,2021-12-18 20:02:49.475,2021
318,Prince Edward Islands region,6.0,Terremoto,554,10.0,-47.1259,33.5085,2021-12-18 20:05:45.111,2021
319,"150 km E of ‘Ohonua, Tonga",4.8,Terremoto,354,10.0,-21.2891,-173.5019,2021-12-18 20:10:54.766,2021
320,"227 km SSE of Isangel, Vanuatu",5.1,Terremoto,402,10.0,-21.4364,170.133,2021-12-18 20:14:16.131,2021
321,"71 km NNE of Maumere, Indonesia",4.7,Terremoto,340,13.47,-7.9869,122.3414,2021-12-18 20:27:32.456,2021
322,"70 km NNE of White Mountain, Alaska",2.2,Terremoto,74,10.0,65.2915,-162.9794,2021-12-18 20:51:37.286,2021
323,"6 km ENE of P?hala, Hawaii",2.31,Terremoto,82,31.0300006866455,19.2236671447754,-155.419830322266,2021-12-18 21:01:59.040,2021
324,"158 km N of Las Khorey, Somalia",4.1,Terremoto,259,10.0,12.59,48.0763,2021-12-18 21:02:32.746,2021
325,Flores Sea,4.5,Terremoto,312,10.0,-7.9358,119.7205,2021-12-18 21:05:59.603,2021
326,"35 km S of Silver Gate, Montana",2.56,Terremoto,101,15.04,44.69,-110.0016667,2021-12-18 21:12:15.870,2021
327,south of the Aleutian Islands,2.0,Terremoto,62,20.0,52.8984,-165.6726,2021-12-18 21:18:10.789,2021
328,"Rat Islands, Aleutian Islands, Alaska",3.3,Terremoto,168,41.22,51.3946,178.7885,2021-12-18 21:29:48.885,2021
329,"44 km NW of Toyah, Texas",2.4,Terremoto,89,7.005639647999999,31.61567378,-104.1014422,2021-12-18 21:46:23.993,2021
330,"Maug Islands region, Northern Mariana Islands",3.9,Terremoto,234,189.92,19.0125,145.6641,2021-12-18 21:47:52.709,2021
331,"17 km SW of Tyonek, Alaska",2.0,Terremoto,67,83.7,60.9518,-151.3528,2021-12-18 22:03:04.821,2021
332,"19 km ENE of Pedro Bay, Alaska",4.7,Terremoto,385,163.0,59.8591,-153.7981,2021-12-18 22:04:50.086,2021
333,"5 km SSW of P?hala, Hawaii",2.1500001,Terremoto,71,36.7299995422363,19.1538333892822,-155.497329711914,2021-12-18 22:05:10.720,2021
334,"11 km SSW of Puerto El Triunfo, El Salvador",4.1,Terremoto,259,103.46,13.1841,-88.5923,2021-12-18 22:15:56.102,2021
335,"5 km SW of Sorong, Indonesia",4.1,Terremoto,259,10.0,-0.9089,131.2231,2021-12-18 23:36:58.899,2021
336,"northern Qinghai, China",5.4,Terremoto,449,10.0,38.9211,92.619,2021-12-18 23:54:27.150,2021
337,"40 km NW of Elfin Cove, Alaska",2.5,Terremoto,96,15.4,58.4086,-136.9057,2021-12-19 00:17:22.882,2021
338,"44 km NW of Toyah, Texas",2.2,Terremoto,74,7.596923828000001,31.61774303,-104.1011853,2021-12-19 00:20:36.016,2021
339,"57 km SE of Pope-Vannoy Landing, Alaska",2.0,Terremoto,62,104.0,59.1957,-153.7638,2021-12-19 00:24:36.061,2021
340,"64 km SE of Denali National Park, Alaska",2.3,Terremoto,81,120.2,63.0919,-150.9181,2021-12-19 00:28:06.903,2021
341,"4 km SSW of Guánica, Puerto Rico",2.61,Terremoto,105,10.0,17.9386,-66.9253,2021-12-19 01:01:45.440,2021
342,"65 km W of Skwentna, Alaska",2.0,Terremoto,62,2.3,62.0139,-152.6515,2021-12-19 01:17:16.380,2021
343,"Izu Islands, Japan region",4.5,Terremoto,312,10.0,31.4701,142.2915,2021-12-19 01:51:51.012,2021
344,"108 km SSW of Merizo Village, Guam",4.3,Terremoto,284,37.91,12.4393,144.1266,2021-12-19 02:13:14.413,2021
345,"3 km SW of Guánica, Puerto Rico",2.53,Terremoto,98,11.0,17.9486,-66.9251,2021-12-19 02:25:52.710,2021
346,"4 km SSW of Guánica, Puerto Rico",2.3,Terremoto,81,10.0,17.9386,-66.9308,2021-12-19 02:49:34.510,2021
347,"9 km NNW of Grace, Idaho",2.2,Terremoto,75,5.0,42.6508,-111.784,2021-12-19 02:56:21.878,2021
348,"225 km N of Bamboo Flat, India",5.1,Terremoto,400,10.0,13.7358,92.7495,2021-12-19 03:19:46.151,2021
349,"2 km WSW of P?hala, Hawaii",2.11999989,Terremoto,69,36.7200012207031,19.1963329315186,-155.506164550781,2021-12-19 04:07:11.620,2021
350,"95 km SE of Hihifo, Tonga",4.6,Terremoto,326,10.0,-16.5899,-173.187,2021-12-19 04:09:24.478,2021
351,"220 km SE of Kuril’sk, Russia",4.1,Terremoto,259,10.0,43.7966,149.8031,2021-12-19 04:12:07.226,2021
352,"32 km WSW of LeChee, Arizona",3.0,Terremoto,141,5.0,34.953,-111.0938,2021-12-19 04:24:20.350,2021
353,"6 km E of P?hala, Hawaii",2.69,Terremoto,111,33.01,19.212,-155.4195,2021-12-19 04:50:43.770,2021
354,"123 km W of Copiapó, Chile",4.3,Terremoto,284,10.0,-27.1996,-71.5656,2021-12-19 05:29:56.835,2021
355,"24 km WSW of Coyanosa, Texas",2.3,Terremoto,81,4.511962890999999,31.19765753,-103.31467,2021-12-19 05:56:09.202,2021
356,Kuril Islands,4.4,Terremoto,298,119.32,47.4684,152.0876,2021-12-19 05:57:57.398,2021
357,"70 km NNE of White Mountain, Alaska",3.0,Terremoto,138,7.6,65.284,-162.9478,2021-12-19 06:07:16.269,2021
358,"8 km E of San Lorenzo, Philippines",4.5,Terremoto,316,84.29,15.4843,120.0383,2021-12-19 06:27:09.553,2021
359,"194 km SSE of Unalaska, Alaska",3.5,Terremoto,188,10.0,52.1687,-165.9225,2021-12-19 06:42:52.903,2021
360,"44 km SSE of Sorong, Indonesia",4.3,Terremoto,284,16.27,-1.2401,131.4385,2021-12-19 06:48:18.155,2021
361,"52 km NE of Sorong, Indonesia",4.1,Terremoto,259,10.0,-0.5886,131.6314,2021-12-19 06:57:59.252,2021
362,"78 km SSE of Palekastro, Greece",4.1,Terremoto,259,38.6,34.5574,26.6257,2021-12-19 07:23:45.083,2021
363,"11km NE of Coso Junction, CA",3.08,Terremoto,146,3.26,36.1131667,-117.853,2021-12-19 07:44:45.200,2021
364,"121 km NW of Yakutat, Alaska",2.2,Terremoto,74,2.7,60.3178,-141.2625,2021-12-19 07:57:34.041,2021
365,"112 km WSW of Bandar Lampung, Indonesia",4.2,Terremoto,271,69.04,-5.8709,104.3415,2021-12-19 07:58:22.983,2021
366,South Sandwich Islands region,5.0,Terremoto,385,35.0,-57.991,-25.2933,2021-12-19 08:09:27.302,2021
367,"115 km N of Yambrasbamba, Peru",4.1,Terremoto,259,73.0,-4.7063,-77.7356,2021-12-19 08:32:25.987,2021
368,"7 km ENE of P?hala, Hawaii",2.41,Terremoto,89,33.310001373291,19.2238330841064,-155.406997680664,2021-12-19 08:35:55.090,2021
369,"2 km SW of Indios, Puerto Rico",2.47,Terremoto,94,16.0,17.9768,-66.8411,2021-12-19 08:36:35.460,2021
370,"42 km ESE of King Cove, Alaska",2.9,Terremoto,129,92.41,54.8719,-161.7405,2021-12-19 08:39:15.517,2021
371,"71 km E of Ishinomaki, Japan",4.3,Terremoto,284,54.34,38.4235,142.1183,2021-12-19 08:54:20.185,2021
372,"7 km N of Quitman, Arkansas",2.3,Terremoto,81,3.16,35.4536667,-92.2175,2021-12-19 10:10:34.450,2021
373,"7 km E of P?hala, Hawaii",2.29,Terremoto,81,33.7299995422363,19.193000793457,-155.404495239258,2021-12-19 10:18:46.110,2021
374,,4.5,Terremoto,312,211.52,-20.7923,-67.5162,2021-12-19 10:23:02.491,2021
375,"103 km W of La Libertad, Mexico",4.6,Terremoto,326,10.0,30.0098,-113.7587,2021-12-19 10:27:35.704,2021
376,"7 km E of P?hala, Hawaii",2.1400001,Terremoto,70,32.6199989318848,19.1984996795654,-155.404663085938,2021-12-19 10:39:07.110,2021
377,"22km E of Toms Place, CA",2.33,Terremoto,84,7.39,37.5941667,-118.4316667,2021-12-19 10:58:32.300,2021
378,"19 km SSE of Esperanza, Puerto Rico",3.06,Terremoto,144,7.0,17.9433,-65.3881,2021-12-19 11:03:52.270,2021
379,Banda Sea,4.6,Terremoto,326,174.63,-6.7933,129.6808,2021-12-19 11:16:43.248,2021
380,"86 km NNE of Calama, Chile",4.4,Terremoto,298,107.33,-21.7512,-68.5642,2021-12-19 11:17:24.648,2021
381,"9 km SW of Tokeland, Washington",2.1,Terremoto,68,35.19,46.6595,-124.081166666667,2021-12-19 12:00:34.730,2021
382,"5 km SSW of P?hala, Hawaii",2.17000008,Terremoto,72,36.0499992370605,19.1568336486816,-155.501327514648,2021-12-19 12:07:29.540,2021
383,"0 km WNW of Indios, Puerto Rico",2.9,Terremoto,130,16.0,17.9971,-66.826,2021-12-19 12:32:47.780,2021
384,"7 km E of P?hala, Hawaii",2.23,Terremoto,77,33.1199989318848,19.2075004577637,-155.408493041992,2021-12-19 12:33:07.820,2021
385,"58 km NE of Isangel, Vanuatu",4.9,Terremoto,370,35.95,-19.185,169.6933,2021-12-19 12:40:03.357,2021
386,Kuril Islands,4.2,Terremoto,271,97.77,48.3029,153.9387,2021-12-19 13:21:16.336,2021
387,"4km SSE of Charter Oak, CA",2.45,Terremoto,101,11.86,34.0755,-117.8263333,2021-12-19 13:59:57.550,2021
388,"6 km E of P?hala, Hawaii",2.76,Terremoto,117,33.21,19.2136666666667,-155.416833333333,2021-12-19 14:15:24.470,2021
389,"6 km ENE of P?hala, Hawaii",2.32,Terremoto,83,33.8600006103516,19.2291660308838,-155.421997070312,2021-12-19 14:28:31.270,2021
390,"5 km E of P?hala, Hawaii",2.00999999,Terremoto,62,32.6100006103516,19.2016658782959,-155.425506591797,2021-12-19 14:33:52.610,2021
391,"48 km NNE of Meulaboh, Indonesia",4.6,Terremoto,326,10.0,4.5616,96.2559,2021-12-19 14:34:55.450,2021
392,South Sandwich Islands region,4.6,Terremoto,326,35.16,-58.4827,-25.199,2021-12-19 14:35:51.788,2021
393,"53 km NW of Stevens Village, Alaska",2.8,Terremoto,121,11.9,66.3678,-149.8704,2021-12-19 15:08:19.536,2021
394,"72 km N of White Mountain, Alaska",3.4,Terremoto,178,10.0,65.3233,-163.1376,2021-12-19 15:32:39.916,2021
395,"52 km ESE of Naalehu, Hawaii",2.26,Terremoto,79,12.24,18.8321666666667,-155.143,2021-12-19 15:38:23.630,2021
396,"32 km ENE of Pemenang, Indonesia",4.6,Terremoto,326,11.86,-8.2921,116.3775,2021-12-19 15:49:54.974,2021
397,"55 km S of Whites City, New Mexico",2.3,Terremoto,81,6.697143555000001,31.6793031,-104.4054429,2021-12-19 15:59:56.961,2021
398,"61 km S of Shungnak, Alaska",2.0,Terremoto,62,10.2,66.3508,-157.4054,2021-12-19 16:07:50.333,2021
399,Solomon Islands,4.6,Terremoto,326,5.03,-11.4901,162.7061,2021-12-19 16:11:47.849,2021
400,"54 km E of Pedro Bay, Alaska",2.2,Terremoto,74,102.8,59.7214,-153.1462,2021-12-19 16:23:16.680,2021
401,"85 km W of Labasa, Fiji",6.2,Terremoto,600,10.0,-16.3139,178.5777,2021-12-19 16:28:22.616,2021
402,"57 km WNW of Ninilchik, Alaska",2.9,Terremoto,129,98.4,60.2841,-152.5815,2021-12-19 16:45:53.007,2021
403,"54 km NE of Kobuk, Alaska",2.9,Terremoto,129,2.1,67.3158,-156.1791,2021-12-19 17:44:47.059,2021
404,"3 km E of Junction City, Illinois",2.43,Terremoto,92,12.54,38.5765,-89.086,2021-12-19 17:45:52.850,2021
405,"160 km SE of Chignik, Alaska",3.2,Terremoto,158,0.4,55.1477,-156.8557,2021-12-19 18:26:01.564,2021
406,"5 km ENE of P?hala, Hawaii",2.08999991,Terremoto,67,33.2700004577637,19.2150001525879,-155.427001953125,2021-12-19 18:58:04.500,2021
